"Year","predicted","conf.low","conf.high","Race","Sexual_Orientation","Gender","strata","strata2","state","Geographic","outcome"
"2011",19.22,15.13,24.09,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",13.44,11.62,15.5,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",41.46,34.98,48.24,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",34.93,28.46,42.02,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",26.01,20.93,31.84,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",9.52,8.2,11.03,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",28.91,23.46,35.05,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",24.81,19.79,30.62,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",18.88,14.86,23.69,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",12.87,11.27,14.66,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",36.84,31.3,42.75,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",34.77,28.56,41.54,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",27.74,22.59,33.55,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",10.27,9.09,11.59,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",34.89,28.99,41.29,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",30.89,25.49,36.88,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",23.19,18.75,28.31,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",17.25,15.7,18.92,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",45.13,40.19,50.16,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",39.82,33.51,46.48,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",30.75,25.66,36.36,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",12.93,11.05,15.09,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",38.65,32.16,45.58,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",33.73,27.43,40.66,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",25.82,20.64,31.78,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",19.81,17.46,22.39,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",50.24,43.98,56.5,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",45.27,38.2,52.54,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",35.66,29.43,42.42,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",10.59,8.96,12.47,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",33.73,27.63,40.42,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",28.88,23.36,35.1,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",22.33,17.77,27.67,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2011",19.51,17.21,22.04,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",42.6,36.33,49.12,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",40.19,33.3,47.49,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2011",32.48,26.62,38.94,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",9.29,8.93,9.66,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",37.41,33.96,40.98,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",30.19,26.86,33.75,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",24.04,21.33,26.98,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",15.19,14.75,15.65,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",54.76,52.54,56.96,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",44.28,40.15,48.49,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",34,30.98,37.16,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",9.3,8.25,10.46,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",32.86,27.22,39.04,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",27.41,22.25,33.26,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",19.94,16.12,24.4,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",13.97,12.7,15.36,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",42.67,36.9,48.64,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",39,32.37,46.08,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",27.49,22.92,32.59,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",9.37,8.71,10.08,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",30.09,25.7,34.88,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",29.84,25.57,34.49,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",19.11,15.8,22.93,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",15.27,14.43,16.14,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",37.56,34.58,40.63,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",34.22,30.12,38.57,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",30.5,26.6,34.7,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",10.4,9.69,11.14,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",39.71,35.15,44.46,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",30.9,26.63,35.51,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",30.45,26.57,34.63,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",18.33,17.41,19.29,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",44.49,41.36,47.66,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",42.67,37.72,47.77,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",38.18,34.18,42.35,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",11.2,10.03,12.49,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",40.47,34.82,46.38,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",33.71,28.19,39.71,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",26,21.31,31.31,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",20.3,18.77,21.91,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",48.73,44.31,53.18,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",43.88,37.81,50.14,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",38.23,32.98,43.76,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",11.07,9.81,12.47,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",40.98,34.95,47.3,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",33.44,27.81,39.58,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",24.79,20.46,29.7,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2013",19.54,17.75,21.45,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",44.57,39.48,49.78,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",42.8,36.52,49.32,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2013",34.91,29.39,40.87,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2015",9.26,8.93,9.6,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2015",34.87,32.15,37.69,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2015",29.77,26.84,32.87,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2015",22.58,20.22,25.13,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2015",15.92,15.49,16.36,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2015",53.24,51.45,55.03,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2015",44.32,40.89,47.81,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2015",35.85,33.47,38.29,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2015",8.18,7.34,9.1,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2015",30,24.98,35.55,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2015",27.1,22.41,32.36,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2015",20.97,17.37,25.09,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2015",13.37,12.25,14.57,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2015",45.32,40.24,50.5,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2015",37.42,31.37,43.89,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2015",26.55,22.66,30.84,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2015",7.77,7.25,8.32,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
